NR;SYMBOL;ISIN;Company Common Name; Company Market Capitalization ;TRBC Economic Sector Name;TRBC Economic Sector Code;Country ISO Code of Headquarters;Ccy
263;6954.T;JP3802400006;Fanuc Corp; 30’848’536’663.98 ;Industrials;52;JP;JPY
264;ALL.N;US0200021014;Allstate Corp; 28’461’264’770.10 ;Financials;55;US;USD
265;IMB.L;GB0004544929;Imperial Brands PLC; 28’920’660’343.66 ;Consumer Non-Cyclicals;54;GB;GBp
266;4063.T;JP3371200001;Shin-Etsu Chemical Co Ltd; 33’104’033’479.48 ;Basic Materials;51;JP;JPY
267;7974.T;JP3756600007;Nintendo Co Ltd; 37’627’214’447.67 ;Consumer Cyclicals;53;JP;JPY
268;CNQ.TO;CA1363851017;Canadian Natural Resources Ltd; 28’528’977’005.98 ;Energy;50;CA;CAD
269;SRENH.S;CH0126881561;Swiss Re AG; 31’009’436’221.73 ;Financials;55;CH;CHF
270;EQIX.OQ;US29444U7000;Equinix Inc; 28’342’474’327.44 ;Real Estate;60;US;USD
271;ETN.N;IE00B8KQN827;Eaton Corporation PLC; 29’757’244’000.00 ;Industrials;52;IE;USD
272;EL.N;US5184391044;Estee Lauder Companies Inc; 47’207’115’714.20 ;Consumer Non-Cyclicals;54;US;USD
273;ADSK.OQ;US0527691069;Autodesk Inc; 28’166’726’397.96 ;Technology;57;US;USD
274;6367.T;JP3481800005;Daikin Industries Ltd; 31’089’859’552.29 ;Industrials;52;JP;JPY
275;DG.N;US2566771059;Dollar General Corp; 28’412’538’494.48 ;Consumer Cyclicals;53;US;USD
276;8031.T;JP3893600001;Mitsui & Co Ltd; 26’713’543’283.54 ;Industrials;52;JP;JPY
277;ORLY.OQ;US67103H1077;O'Reilly Automotive Inc; 27’217’328’584.81 ;Consumer Cyclicals;53;US;USD
278;PEG.N;US7445731067;Public Service Enterprise Group Inc; 26’308’657’405.50 ;Utilities;59;US;USD
279;GLW.N;US2193501051;Corning Inc; 24’180’056’508.90 ;Technology;57;US;USD
280;LYB.N;NL0009434992;LyondellBasell Industries NV; 30’465’453’016.38 ;Basic Materials;51;GB;USD
281;MFC.TO;CA56501R1064;Manulife Financial Corp; 28’225’889’826.69 ;Financials;55;CA;CAD
282;F.N;US3453708600;Ford Motor Co; 28’549’583’643.99 ;Consumer Cyclicals;53;US;USD
283;9432.T;JP3735400008;NTT Inc; 79’282’314’661.16 ;Technology;57;JP;JPY
284;9022.T;JP3566800003;Central Japan Railway Co; 43’279’430’437.15 ;Industrials;52;JP;JPY
285;SRE.N;US8168511090;Sempra; 29’607’299’418.18 ;Utilities;59;US;USD
286;BMWG.DE;DE0005190003;Bayerische Motoren Werke AG; 52’621’886’195.12 ;Consumer Cyclicals;53;DE;EUR
287;4502.T;JP3463000004;Takeda Pharmaceutical Co Ltd; 26’703’886’459.05 ;Healthcare;56;JP;JPY
288;REGN.OQ;US75886F1075;Regeneron Pharmaceuticals Inc; 39’711’718’935.00 ;Healthcare;56;US;USD
289;ITX.MC;ES0148396007;Industria de Diseno Textil SA; 79’889’407’514.45 ;Consumer Cyclicals;53;ES;EUR
290;DHLn.DE;DE0005552004;Deutsche Post AG; 33’810’455’505.52 ;Industrials;52;DE;EUR
291;ENGIE.PA;FR0010208488;Engie SA; 32’720’483’486.61 ;Utilities;59;FR;EUR
292;NXPI.OQ;NL0009538784;NXP Semiconductors NV; 24’087’335’248.32 ;Technology;57;NL;USD
293;WMB.N;US9694571004;Williams Companies Inc; 26’692’451’783.55 ;Energy;50;US;USD
294;TEL.N;IE000IVNQZ81;TE Connectivity PLC; 25’943’661’420.00 ;Technology;57;IE;USD
295;EBAY.OQ;US2786421030;eBay Inc; 27’026’559’475.93 ;Technology;57;US;USD
296;ERICb.ST;SE0000108656;Telefonaktiebolaget LM Ericsson; 28’967’735’790.63 ;Technology;57;SE;SEK
297;6594.T;JP3734800000;Nidec Corp; 33’732’308’807.82 ;Industrials;52;JP;JPY
298;KHC.O;US5007541064;Kraft Heinz Co; 52’484’474’308.48 ;Consumer Non-Cyclicals;54;US;USD
299;2914.T;JP3726800000;Japan Tobacco Inc; 47’460’547’796.12 ;Consumer Non-Cyclicals;54;JP;JPY
300;ADM.N;US0394831020;Archer-Daniels-Midland Co; 22’969’600’043.75 ;Consumer Non-Cyclicals;54;US;USD
301;DB1Gn.DE;DE0005810055;Deutsche Boerse AG; 22’803’998’033.00 ;Financials;55;DE;EUR
302;6098.T;JP3970300004;Recruit Holdings Co Ltd; 40’953’143’296.53 ;Industrials;52;JP;JPY
303;WELL.N;US95040Q1040;Welltower Inc; 26’073’478’845.15 ;Real Estate;60;US;USD
304;STZ.N;US21036P1084;Constellation Brands Inc; 30’625’973’242.76 ;Consumer Non-Cyclicals;54;US;USD
305;EQNR.OL;NO0010096985;Equinor ASA; 70’420’932’893.07 ;Energy;50;NO;NOK
306;PPG.N;US6935061076;PPG Industries Inc; 24’523’426’068.67 ;Basic Materials;51;US;USD
307;ROP.OQ;US7766961061;Roper Technologies Inc; 27’566’391’208.08 ;Technology;57;US;USD
308;MQG.AX;AU000000MQG1;Macquarie Group Ltd; 26’069’041’112.40 ;Financials;55;AU;AUD
309;VIV.PA;FR0000127771;Vivendi SE; 2’827’105’919.21 ;Consumer Cyclicals;53;FR;EUR
310;8001.T;JP3143600009;Itochu Corp; 26’836’465’662.69 ;Industrials;52;JP;JPY
311;BT.L;GB0030913577;BT Group PLC; 30’140’036’017.03 ;Technology;57;GB;GBp
312;WES.AX;AU000000WES1;Wesfarmers Ltd; 24’104’229’172.80 ;Consumer Cyclicals;53;AU;AUD
313;SOGN.PA;FR0000130809;Societe Generale SA; 25’777’905’655.31 ;Financials;55;FR;EUR
314;EQR.N;US29476L1070;Equity Residential; 24’384’434’677.61 ;Real Estate;60;US;USD
315;EA.OQ;US2855121099;Electronic Arts Inc; 23’840’975’401.36 ;Technology;57;US;USD
316;4503.T;JP3942400007;Astellas Pharma Inc; 25’165’265’551.99 ;Healthcare;56;JP;JPY
317;TT.N;IE00BK9ZQ967;Trane Technologies PLC; 17’386’088’865.01 ;Industrials;52;IE;USD
318;APH.N;US0320951017;Amphenol Corp; 24’413’524’720.76 ;Technology;57;US;USD
319;STAN.L;GB0004082847;Standard Chartered PLC; 25’720’024’202.84 ;Financials;55;GB;GBp
320;AVB.N;US0534841012;AvalonBay Communities Inc; 24’108’696’572.20 ;Real Estate;60;US;USD
321;MCO.N;US6153691059;Moody's Corp; 26’831’664’000.00 ;Industrials;52;US;USD
322;UOBH.SI;SG1M31001969;United Overseas Bank Ltd; 29’400’370’650.26 ;Financials;55;SG;SGD
323;CMI.N;US2310211063;Cummins Inc; 21’457’412’532.92 ;Consumer Cyclicals;53;US;USD
324;CP.TO;CA13646K1084;Canadian Pacific Kansas City Ltd; 25’281’259’917.23 ;Industrials;52;CA;CAD
325;STT.N;US8574771031;State Street Corp; 23’963’239’882.68 ;Financials;55;US;USD
326;MCK.N;US58155Q1031;McKesson Corp; 21’190’937’797.84 ;Healthcare;56;US;USD
327;AZO.N;US0533321024;Autozone Inc; 21’130’464’492.50 ;Consumer Cyclicals;53;US;USD
328;5108.T;JP3830800003;Bridgestone Corp; 29’256’922’540.87 ;Consumer Cyclicals;53;JP;JPY
329;6503.T;JP3902400005;Mitsubishi Electric Corp; 23’690’102’365.24 ;Consumer Non-Cyclicals;54;JP;JPY
330;GIS.N;US3703341046;General Mills Inc; 23’237’402’827.98 ;Consumer Non-Cyclicals;54;US;USD
331;TROW.OQ;US74144T1088;T Rowe Price Group Inc; 21’878’117’857.27 ;Financials;55;US;USD
332;6501.T;JP3788600009;Hitachi Ltd; 25’736’680’149.95 ;Consumer Non-Cyclicals;54;JP;JPY
333;AAL.L;GB00BTK05J60;Anglo American PLC; 26’198’389’224.40 ;Basic Materials;51;GB;GBp
334;WDAY.OQ;US98138H1014;Workday Inc; 34’810’240’000.00 ;Technology;57;US;USD
335;PCAR.OQ;US6937181088;Paccar Inc; 19’254’529’074.35 ;Industrials;52;US;USD
336;CNC.N;US15135B1017;Centene Corp; 23’773’015’200.00 ;Healthcare;56;US;USD
337;0016.HK;HK0016000132;Sun Hung Kai Properties Ltd; 41’284’992’833.86 ;Real Estate;60;HK;HKD
338;VFC.N;US9182041080;VF Corp; 26’645’006’593.10 ;Consumer Cyclicals;53;US;USD
339;TSCO.L;GB00BLGZ9862;Tesco PLC; 18’722’917’236.93 ;Consumer Non-Cyclicals;54;GB;GBp
340;4911.T;JP3351600006;Shiseido Co Ltd; 25’002’720’841.65 ;Consumer Non-Cyclicals;54;JP;JPY
341;REP.MC;ES0173516115;Repsol SA; 25’173’172’380.15 ;Energy;50;ES;EUR
342;HAL.N;US4062161017;Halliburton Co; 23’285’309’883.18 ;Energy;50;US;USD
343;0001.HK;KYG217651051;CK Hutchison Holdings Ltd; 37’028’575’062.25 ;Consumer Cyclicals;53;HK;HKD
344;OCBC.SI;SG1S04926220;Oversea-Chinese Banking Corporation Ltd; 34’833’453’297.82 ;Financials;55;SG;SGD
345;XEL.OQ;US98389B1008;Xcel Energy Inc; 25’317’328’011.04 ;Utilities;59;US;USD
346;DLTR.OQ;US2567461080;Dollar Tree Inc; 21’493’446’877.52 ;Consumer Cyclicals;53;US;USD
347;VNAn.DE;DE000A1ML7J1;Vonovia SE; 23’456’078’549.85 ;Real Estate;60;DE;EUR
348;URW.PA;FR0013326246;Unibail-Rodamco-Westfield SE; 21’474’457’703.00 ;Real Estate;60;FR;EUR
349;8801.T;JP3893200000;Mitsui Fudosan Co Ltd; 21’984’681’965.19 ;Real Estate;60;JP;JPY
350;TCL.AX;AU000000TCL6;Transurban Group; 21’939’560’653.33 ;Industrials;52;AU;AUD
351;7741.T;JP3837800006;Hoya Corp; 22’884’109’543.81 ;Healthcare;56;JP;JPY
352;RIO.AX;AU000000RIO1;Rio Tinto Ltd; 74’276’956’166.74 ;Basic Materials;51;AU;AUD
353;KR.N;US5010441013;Kroger Co; 21’937’933’462.50 ;Consumer Non-Cyclicals;54;US;USD
354;HEIN.AS;NL0000009165;Heineken NV; 50’999’405’591.80 ;Consumer Non-Cyclicals;54;NL;EUR
355;6981.T;JP3914400001;Murata Manufacturing Co Ltd; 30’554’393’726.11 ;Technology;57;JP;JPY
356;HPE.N;US42824C1099;Hewlett Packard Enterprise Co; 18’476’541’994.25 ;Technology;57;US;USD
357;EXPN.L;GB00B19NLV48;Experian PLC; 22’115’877’808.21 ;Industrials;52;IE;GBp
358;IFXGn.DE;DE0006231004;Infineon Technologies AG; 22’579’776’781.11 ;Technology;57;DE;EUR
359;HNKG_p.DE;DE0006048432;Henkel AG & Co KGaA; 44’914’097’819.44 ;Basic Materials;51;DE;EUR
360;ED.N;US2091151041;Consolidated Edison Inc; 23’815’486’614.44 ;Utilities;59;US;USD
361;TMUS.OQ;US8725901040;T-Mobile US Inc; 53’966’280’129.42 ;Technology;57;US;USD
362;A.N;US00846U1016;Agilent Technologies Inc; 21’488’239’822.84 ;Healthcare;56;US;USD
363;LRCX.OQ;US5128073062;Lam Research Corp; 21’131’242’693.02 ;Technology;57;US;USD
364;DLR.N;US2538681030;Digital Realty Trust Inc; 21’994’653’646.80 ;Real Estate;60;US;USD
365;SWEDa.ST;SE0000242455;Swedbank AB; 24’973’128’754.04 ;Financials;55;SE;SEK
366;CRDI.MI;IT0005239360;UniCredit SpA; 25’234’001’490.70 ;Financials;55;IT;EUR
367;WEC.N;US92939U1060;WEC Energy Group Inc; 21’853’136’277.92 ;Utilities;59;US;USD
368;4661.T;JP3198900007;Oriental Land Co Ltd; 36’464’671’855.61 ;Consumer Cyclicals;53;JP;JPY
369;MSI.N;US6200763075;Motorola Solutions Inc; 18’812’245’934.72 ;Technology;57;US;USD
370;EONGn.DE;DE000ENAG999;E.ON SE; 21’715’724’612.60 ;Utilities;59;DE;EUR
371;CCL.N;PA1436583006;Carnival Corp; 34’013’239’804.45 ;Consumer Cyclicals;53;US;USD
372;BAES.L;GB0002634946;BAE Systems PLC; 18’721’063’495.62 ;Industrials;52;GB;GBp
373;9735.T;JP3421800008;Secom Co Ltd; 19’283’741’011.84 ;Industrials;52;JP;JPY
374;LVS.N;US5178341070;Las Vegas Sands Corp; 40’784’000’117.85 ;Consumer Cyclicals;53;US;USD
375;HLT.N;US43300A2033;Hilton Worldwide Holdings Inc; 21’293’725’641.00 ;Consumer Cyclicals;53;US;USD
376;SBAC.OQ;US78410G1040;SBA Communications Corp; 18’345’609’540.50 ;Real Estate;60;US;USD
377;4543.T;JP3546800008;Terumo Corp; 21’436’871’725.74 ;Healthcare;56;JP;JPY
378;6902.T;JP3551500006;Denso Corp; 34’966’575’777.64 ;Consumer Cyclicals;53;JP;JPY
379;OKE.N;US6826801036;ONEOK Inc; 22’192’951’684.15 ;Energy;50;US;USD
380;ZBH.N;US98956P1021;Zimmer Biomet Holdings Inc; 20’524’332’617.39 ;Healthcare;56;US;USD
381;ES.N;US30040W1080;Eversource Energy; 20’610’252’952.32 ;Utilities;59;US;USD
382;SLF.TO;CA8667961053;Sun Life Financial Inc; 19’844’671’475.96 ;Financials;55;CA;CAD
383;4523.T;JP3160400002;Eisai Co Ltd; 22’867’877’747.13 ;Healthcare;56;JP;JPY
384;CLX.N;US1890541097;Clorox Co; 19’676’294’231.58 ;Consumer Non-Cyclicals;54;US;USD
385;FREG.DE;DE0005785604;Fresenius SE & Co KGaA; 26’957’929’195.61 ;Healthcare;56;DE;EUR
386;GIVN.S;CH0010645932;Givaudan SA; 21’355’189’245.00 ;Basic Materials;51;CH;CHF
387;PAYX.OQ;US7043261079;Paychex Inc; 23’394’790’116.40 ;Industrials;52;US;USD
388;VOLVb.ST;SE0000115446;Volvo AB; 26’337’196’513.80 ;Industrials;52;SE;SEK
389;AKZO.AS;NL0013267909;Akzo Nobel NV; 17’263’204’225.11 ;Basic Materials;51;NL;EUR
390;SAMPO.HE;FI4000552500;Sampo Oyj; 20’875’031’308.08 ;Financials;55;FI;EUR
391;6752.T;JP3866800000;Panasonic Holdings Corp; 22’038’770’126.32 ;Technology;57;JP;JPY
392;VTR.N;US92276F1003;Ventas Inc; 20’885’446’116.99 ;Real Estate;60;US;USD
393;0823.HK;HK0823032773;Link Real Estate Investment Trust; 21’385’511’699.14 ;Real Estate;60;HK;HKD
394;HOLN.S;CH0012214059;Holcim AG; 12’691’113’946.53 ;Basic Materials;51;CH;CHF
395;WCN.TO;CA94106B1013;Waste Connections Inc; 19’579’931’180.17 ;Industrials;52;US;CAD
396;NTRS.OQ;US6658591044;Northern Trust Corp; 18’506’437’975.22 ;Financials;55;US;USD
397;MTB.N;US55261F1049;M&T Bank Corp; 20’089’397’028.48 ;Financials;55;US;USD
398;FTV.N;US34959J1088;Fortive Corp; 14’233’794’241.31 ;Industrials;52;US;USD
399;8591.T;JP3200450009;ORIX Corp; 19’287’974’469.47 ;Financials;55;JP;JPY
400;WDS.AX;AU0000224040;Woodside Energy Group Ltd; 20’667’869’589.66 ;Energy;50;AU;AUD
401;0003.HK;HK0003000038;Hong Kong and China Gas Co Ltd; 31’827’862’727.82 ;Utilities;59;HK;HKD
402;RR.L;GB00B63H8491;Rolls-Royce Holdings PLC; 19’791’817’736.29 ;Industrials;52;GB;GBp
403;PH.N;US7010941042;Parker-Hannifin Corp; 19’293’549’044.70 ;Industrials;52;US;USD
404;MNST.OQ;US61174X1090;Monster Beverage Corp; 27’216’862’534.82 ;Consumer Non-Cyclicals;54;US;USD
405;LONN.S;CH0013841017;Lonza Group AG; 19’273’642’042.88 ;Healthcare;56;CH;CHF
406;IQV.N;US46266C1053;IQVIA Holdings Inc; 23’239’369’493.57 ;Healthcare;56;US;USD
407;6301.T;JP3304200003;Komatsu Ltd; 20’858’545’203.43 ;Industrials;52;JP;JPY
408;INVEb.ST;SE0015811963;Investor AB; 32’229’523’114.48 ;Financials;55;SE;SEK
409;8035.T;JP3571400005;Tokyo Electron Ltd; 18’752’153’850.45 ;Technology;57;JP;JPY
410;DTE.N;US2333311072;DTE Energy Co; 17’073’416’993.99 ;Utilities;59;US;USD
411;AME.N;US0311001004;AMETEK Inc; 15’714’251’304.40 ;Industrials;52;US;USD
412;GASI.MI;IT0000062072;Assicurazioni Generali SpA; 26’132’925’808.13 ;Financials;55;IT;EUR
413;1925.T;JP3505000004;Daiwa House Industry Co Ltd; 21’136’416’117.27 ;Consumer Cyclicals;53;JP;JPY
414;STEL.SI;SG1T75931496;Singapore Telecommunications Ltd; 34’465’895’827.21 ;Technology;57;SG;SGD
415;ROK.N;US7739031091;Rockwell Automation Inc; 17’988’976’003.68 ;Industrials;52;US;USD
416;8802.T;JP3899600005;Mitsubishi Estate Co Ltd; 21’819’340’785.55 ;Real Estate;60;JP;JPY
417;4568.T;JP3475350009;Daiichi Sankyo Co Ltd; 22’576’966’587.47 ;Healthcare;56;JP;JPY
418;LGEN.L;GB0005603997;Legal & General Group PLC; 17’565’666’454.74 ;Financials;55;GB;GBp
419;7269.T;JP3397200001;Suzuki Motor Corp; 24’792’947’031.56 ;Consumer Cyclicals;53;JP;JPY
420;0002.HK;HK0002007356;CLP Holdings Ltd; 28’550’197’975.48 ;Utilities;59;HK;HKD
421;SYF.N;US87165B1035;Synchrony Financial; 16’861’446’010.44 ;Financials;55;US;USD
422;HIG.N;US4165151048;Hartford Insurance Group Inc; 15’945’762’704.55 ;Financials;55;US;USD
423;IP.N;US4601461035;International Paper Co; 15’478’730’020.91 ;Basic Materials;51;US;USD
424;NEM.N;US6516391066;Newmont Corporation; 18’007’626’217.55 ;Basic Materials;51;US;USD
425;AV.L;GB00BPQY8M80;Aviva PLC; 14’036’463’495.11 ;Financials;55;GB;GBp
426;MKC.N;US5797802064;McCormick & Company Inc; 18’396’219’246.33 ;Consumer Non-Cyclicals;54;US;USD
427;AWK.N;US0304201033;American Water Works Co Inc; 16’392’952’531.38 ;Utilities;59;US;USD
428;SIKA.S;CH0418792922;Sika AG; 17’951’359’146.43 ;Basic Materials;51;CH;CHF
429;RCIb.TO;CA7751092007;Rogers Communications Inc; 26’422’943’527.57 ;Technology;57;CA;CAD
430;PPL.N;US69351T1060;PPL Corp; 20’403’263’790.26 ;Utilities;59;US;USD
431;7201.T;JP3672400003;Nissan Motor Co Ltd; 33’697’583’104.42 ;Consumer Cyclicals;53;JP;JPY
432;SHBa.ST;SE0007100599;Svenska Handelsbanken AB; 20’437’384’868.37 ;Financials;55;SE;SEK
433;WTW.OQ;IE00BDB6Q211;Willis Towers Watson PLC; 19’578’023’545.80 ;Financials;55;GB;USD
434;6178.T;JP3752900005;Japan Post Holdings Co Ltd; 51’627’970’252.13 ;Financials;55;JP;JPY
435;HRMS.PA;FR0000052292;Hermes International SCA; 58’698’104’112.30 ;Consumer Cyclicals;53;FR;EUR
436;2503.T;JP3258000003;Kirin Holdings Co Ltd; 19’053’410’121.53 ;Consumer Non-Cyclicals;54;JP;JPY
437;OMC.N;US6819191064;Omnicom Group Inc; 16’413’499’637.00 ;Consumer Cyclicals;53;US;USD
438;SWK.N;US8545021011;Stanley Black & Decker Inc; 18’087’935’655.56 ;Industrials;52;US;USD
439;1113.HK;KYG2177B1014;CK Asset Holdings Ltd; 27’023’156’311.05 ;Real Estate;60;HK;HKD
440;5020.T;JP3386450005;ENEOS Holdings Inc; 17’709’981’293.11 ;Energy;50;JP;JPY
441;MICP.PA;FR001400AJ45;Compagnie Generale des Etablissements Michelin SCA; 17’873’617’161.09 ;Consumer Cyclicals;53;FR;EUR
442;EIX.N;US2810201077;Edison International; 18’496’302’164.62 ;Utilities;59;US;USD
443;APTV.N;JE00BTDN8H13;Aptiv PLC; 16’221’988’956.87 ;Consumer Cyclicals;53;CH;USD
444;CHD.N;US1713401024;Church & Dwight Co Inc; 16’192’263’272.64 ;Consumer Non-Cyclicals;54;US;USD
445;8750.T;JP3476480003;Dai-ichi Life Holdings Inc; 18’669’705’129.69 ;Financials;55;JP;JPY
446;BALL.N;US0584981064;Ball Corp; 15’596’011’697.86 ;Basic Materials;51;US;USD
447;VRSK.OQ;US92345Y1064;Verisk Analytics Inc; 17’950’180’174.64 ;Technology;57;US;USD
448;GPN.N;US37940X1028;Global Payments Inc; 16’290’619’203.66 ;Industrials;52;US;USD
449;SEBa.ST;SE0000148884;Skandinaviska Enskilda Banken AB; 21’076’489’647.76 ;Financials;55;SE;SEK
450;O.N;US7561091049;Realty Income Corp; 18’542’463’787.80 ;Real Estate;60;US;USD
451;PSKY.OQ;US69932A2042;Paramount Skydance Corp; 16’369’064’002.34 ;Consumer Cyclicals;53;US;USD
452;ASSAb.ST;SE0007100581;Assa Abloy AB; 18’614’450’927.59 ;Consumer Cyclicals;53;SE;SEK
453;BXP.N;US1011211018;BXP Inc; 17’393’181’893.90 ;Real Estate;60;US;USD
454;AMD.OQ;US0079031078;Advanced Micro Devices Inc; 18’449’057’207.36 ;Technology;57;US;USD
455;WLSNc.AS;NL0000395903;Wolters Kluwer NV; 16’572’819’739.88 ;Industrials;52;NL;EUR
456;NUE.N;US6703461052;Nucor Corp; 15’832’669’710.00 ;Basic Materials;51;US;USD
457;DWNG.DE;DE000A0HN5C6;Deutsche Wohnen SE; 16’331’021’899.98 ;Real Estate;60;DE;EUR
458;RSG.N;US7607591002;Republic Services Inc; 23’398’291’670.40 ;Industrials;52;US;USD
459;VRSN.OQ;US92343E1029;VeriSign, Inc; 17’926’543’356.93 ;Technology;57;US;USD
460;SGOB.PA;FR0000125007;Compagnie de Saint Gobain SA; 18’282’814’526.17 ;Consumer Cyclicals;53;FR;EUR
461;LHX.N;US5024311095;L3Harris Technologies Inc; 15’842’771’423.60 ;Industrials;52;US;USD
462;6971.T;JP3249600002;Kyocera Corp; 18’863’804’994.01 ;Technology;57;JP;JPY
463;ALGN.OQ;US0162551016;Align Technology Inc; 16’751’128’912.83 ;Healthcare;56;US;USD
464;XYZ.N;US8522341036;Block Inc; 23’193’080’608.36 ;Industrials;52;US;USD
465;WY.N;US9621661043;Weyerhaeuser Co; 15’115’535’341.14 ;Real Estate;60;US;USD
466;DBKGn.DE;DE0005140008;Deutsche Bank AG; 16’466’965’227.26 ;Financials;55;DE;EUR
467;UPM.HE;FI0009005987;UPM-Kymmene Oyj; 13’519’945’259.03 ;Basic Materials;51;FI;EUR
468;0011.HK;HK0011000095;Hang Seng Bank Ltd; 42’916’676’625.01 ;Financials;55;HK;HKD
469;NTAP.OQ;US64110D1046;NetApp Inc; 15’030’035’352.54 ;Technology;57;US;USD
470;FITB.OQ;US3167731005;Fifth Third Bancorp; 15’426’635’515.07 ;Financials;55;US;USD
471;TDG.N;US8936411003;TransDigm Group Inc; 13’313’544’691.51 ;Industrials;52;US;USD
472;FE.N;US3379321074;FirstEnergy Corp; 19’204’772’892.50 ;Utilities;59;US;USD
473;FNV.TO;CA3518581051;Franco-Nevada Corp; 13’069’494’270.50 ;Basic Materials;51;CA;CAD
474;RF.N;US7591EP1005;Regions Financial Corp; 13’833’183’811.20 ;Financials;55;US;USD
475;SN.L;GB0009223206;Smith & Nephew PLC; 16’356’128’709.90 ;Healthcare;56;GB;GBp
476;PANW.OQ;US6974351057;Palo Alto Networks Inc; 17’870’793’837.13 ;Technology;57;US;USD
477;VMC.N;US9291601097;Vulcan Materials Co; 13’046’324’220.80 ;Basic Materials;51;US;USD
478;MG.TO;CA5592224011;Magna International Inc; 15’201’105’308.56 ;Consumer Cyclicals;53;CA;CAD
479;KEY.N;US4932671088;KeyCorp; 15’068’254’340.00 ;Financials;55;US;USD
480;4507.T;JP3347200002;Shionogi & Co Ltd; 18’435’115’708.84 ;Healthcare;56;JP;JPY
481;IDXX.OQ;US45168D1046;IDEXX Laboratories Inc; 16’041’183’386.98 ;Healthcare;56;US;USD
482;CAPP.PA;FR0000125338;Capgemini SE; 16’654’160’661.53 ;Technology;57;FR;EUR
483;0027.HK;HK0027032686;Galaxy Entertainment Group Ltd; 26’274’330’604.30 ;Consumer Cyclicals;53;HK;HKD
484;HSY.N;US4278661081;Hershey Co; 22’487’198’717.84 ;Consumer Non-Cyclicals;54;US;USD
485;JARD.SI;BMG507361001;Jardine Matheson Holdings Ltd; 51’261’058’869.44 ;Consumer Non-Cyclicals;54;HK;USD
486;GWW.N;US3848021040;WW Grainger Inc; 15’773’295’969.60 ;Industrials;52;US;USD
487;8053.T;JP3404600003;Sumitomo Corp; 17’713’630’890.81 ;Industrials;52;JP;JPY
488;6273.T;JP3162600005;SMC Corp; 20’309’790’433.16 ;Industrials;52;JP;JPY
489;BBY.N;US0865161014;Best Buy Co Inc; 14’251’619’094.24 ;Consumer Cyclicals;53;US;USD
490;CPAY.N;US2199481068;Corpay Inc; 15’943’197’287.68 ;Industrials;52;US;USD
491;ETR.N;US29364G1031;Entergy Corp; 15’590’910’445.05 ;Utilities;59;US;USD
492;CTAS.OQ;US1729081059;Cintas Corp; 17’562’328’921.05 ;Industrials;52;US;USD
493;LSEG.L;GB00B0SWJX34;London Stock Exchange Group PLC; 18’041’845’331.61 ;Financials;55;GB;GBp
494;FTS.TO;CA3495531079;Fortis Inc; 14’240’748’551.32 ;Utilities;59;CA;CAD
495;AMP.N;US03076C1062;Ameriprise Financial Inc; 14’544’623’815.05 ;Financials;55;US;USD
496;GIBa.TO;CA12532H1047;CGI Inc; 17’042’414’904.30 ;Technology;57;CA;CAD
497;ESS.N;US2971781057;Essex Property Trust Inc; 16’199’822’435.37 ;Real Estate;60;US;USD
498;4578.T;JP3188220002;Otsuka Holdings Co Ltd; 22’731’320’761.66 ;Healthcare;56;JP;JPY
499;EVRG.OQ;US30034W1062;Evergy Inc; 14’956’345’061.91 ;Utilities;59;US;USD
500;KBC.BR;BE0003565737;Kbc Groep NV; 27’035’822’205.66 ;Financials;55;BE;EUR
501;RMD.N;US7611521078;Resmed Inc; 16’226’446’418.63 ;Healthcare;56;US;USD
502;RCL.N;LR0008862868;Royal Caribbean Cruises Ltd; 20’376’320’019.44 ;Consumer Cyclicals;53;US;USD
503;VWS.CO;DK0061539921;Vestas Wind Systems A/S; 15’513’341’672.10 ;Energy;50;DK;DKK
504;4901.T;JP3814000000;Fujifilm Holdings Corp; 19’929’708’517.22 ;Basic Materials;51;JP;JPY
505;ABX.TO;CA06849F1080;Barrick Mining Corp; 15’511’417’969.15 ;Basic Materials;51;CA;CAD
506;WAT.N;US9418481035;Waters Corp; 14’289’430’078.00 ;Healthcare;56;US;USD
507;DNB.OL;NO0010161896;DNB Bank ASA; 25’442’316’632.67 ;Financials;55;NO;NOK
508;FMEG.DE;DE0005785802;Fresenius Medical Care AG; 19’942’416’030.19 ;Healthcare;56;DE;EUR
509;7270.T;JP3814800003;Subaru Corp; 16’463’405’226.56 ;Consumer Cyclicals;53;JP;JPY
510;DXC.N;US23355L1061;DXC Technology Co; 14’893’641’228.57 ;Technology;57;US;USD
511;TSN.N;US9024941034;Tyson Foods Inc; 19’505’278’839.60 ;Consumer Non-Cyclicals;54;US;USD
512;FERG.L;US31488V1070;Ferguson Enterprises Inc; 14’366’163’658.75 ;Consumer Cyclicals;53;US;GBp
513;6326.T;JP3266400005;Kubota Corp; 17’455’446’354.34 ;Industrials;52;JP;JPY
514;AEE.N;US0236081024;Ameren Corp; 15’935’414’512.16 ;Utilities;59;US;USD
515;FAST.OQ;US3119001044;Fastenal Co; 14’736’454’178.44 ;Industrials;52;US;USD
516;6702.T;JP3818000006;Fujitsu Ltd; 12’854’538’984.10 ;Technology;57;JP;JPY
517;CONG.DE;DE0005439004;Continental AG; 18’775’378’157.68 ;Consumer Cyclicals;53;DE;EUR
518;KYGa.I;IE0004906560;Kerry Group PLC; 17’489’623’710.32 ;Consumer Non-Cyclicals;54;IE;EUR
519;ATCOa.ST;SE0017486889;Atlas Copco AB; 27’796’892’044.19 ;Industrials;52;SE;SEK
